,alpha_2,best_OFwinsize,best_bilatfil_size,best_scale,dms_alpha,dms_settings,gt_file,mag_file,ms_ssim,ms_ssim_best,ms_ssim_mag,orig_file,psnr,psnr_best,psnr_mag,score,score_best,score_mag,scorebest_OFwinsize,sfm_best_file,sfm_default_file,ssim,ssim_best,ssim_mag,status,video_num,vmaf,vmaf_best,vmaf_mag
36,2,7.0,1,1,80,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag9_plainbg_moveX_amp0.1_alpha160.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig9_plainbg_moveX_amp0.1_alpha80_notdynamic.mp4,0.8063445,0.8072323666666664,0.8504490777777778,../momag-database/resultVideos/moveOnly2_downsize_4/orig9_plainbg_moveX_amp0.1.mp4,24.37931111111111,24.41398877777778,26.24449446666667,0.5313907333333333,0.5318777185185185,0.5898296475185185,,./from_DMS/large_motion_halfmag/v9_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v9_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.7878276999999999,0.788400788888889,0.8303056000000001,1,9,0.0,0.0,8.873426477777777
37,2,7.0,1,1,80,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag10_texturebg_moveX_amp0.1_alpha160.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig10_texturebg_moveX_amp0.1_alpha80_notdynamic.mp4,0.6023774555555556,0.6109456333333333,0.7094083888888888,../momag-database/resultVideos/moveOnly2_downsize_4/orig10_texturebg_moveX_amp0.1.mp4,20.49787252222222,20.581945877777777,22.041481488888888,0.47393551103703696,0.47772145959259266,0.543756544037037,,./from_DMS/large_motion_halfmag/v10_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v10_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.5787879444444444,0.5821705,0.6628277888888888,1,10,24.064113311111115,24.00482454444445,25.903345433333328
38,2,7.0,1,1,80,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag11_texturebg_moveX_amp0.1_alpha160.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig11_texturebg_moveX_amp0.1_alpha80_notdynamic.mp4,0.7154993,0.7176255222222222,0.7793509333333334,../momag-database/resultVideos/moveOnly2_downsize_4/orig11_texturebg_moveX_amp0.1.mp4,21.019085144444446,20.976294199999998,22.925678588888886,0.46674969325925925,0.46679598559259255,0.5517464931481482,,./from_DMS/large_motion_halfmag/v11_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v11_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.6312553777777777,0.6339948444444444,0.7148192666666667,1,11,5.3494402,4.876759011111111,16.106927944444447
39,2,7.0,1,1,40,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag12_plainbg_moveX_amp0.2_alpha80.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig12_plainbg_moveX_amp0.2_alpha40_notdynamic.mp4,0.6429572666666667,0.651265211111111,0.7815852333333334,../momag-database/resultVideos/moveOnly2_downsize_4/orig12_plainbg_moveX_amp0.2.mp4,22.963569766666666,23.106669755555554,26.768358322222223,0.42460524814814815,0.4287097592592592,0.5431275347407408,,./from_DMS/large_motion_halfmag/v12_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v12_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.6308584777777777,0.6348640666666666,0.7468924444444446,1,12,0.0,0.0,10.090492644444444
40,2,7.0,1,1,40,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag13_texturebg_moveX_amp0.2_alpha80.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig13_texturebg_moveX_amp0.2_alpha40_notdynamic.mp4,0.4733367222222221,0.4814657777777779,0.6697016222222223,../momag-database/resultVideos/moveOnly2_downsize_4/orig13_texturebg_moveX_amp0.2.mp4,18.571096077777774,18.64239797777778,21.995938088888888,0.322364937037037,0.3263780740740741,0.4712548574444444,,./from_DMS/large_motion_halfmag/v13_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v13_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.4937580888888889,0.49766844444444447,0.637186111111111,1,13,0.0,0.0,10.687683899999998
41,2,7.0,1,1,40,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag14_texturebg_moveX_amp0.2_alpha80.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig14_texturebg_moveX_amp0.2_alpha40_notdynamic.mp4,0.5564084111111112,0.5713355888888889,0.7066127222222223,../momag-database/resultVideos/moveOnly2_downsize_4/orig14_texturebg_moveX_amp0.2.mp4,22.803894166666662,22.956241511111106,25.437089800000003,0.3855754709629631,0.3942073465185185,0.5140922315555555,,./from_DMS/large_motion_halfmag/v14_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v14_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.5280744777777778,0.5373427777777777,0.6611548333333332,1,14,7.224352400000001,7.394367288888889,17.450913911111112
42,2,7.0,1,1,20,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag15_plainbg_moveX_amp0.4_alpha40.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig15_plainbg_moveX_amp0.4_alpha20_notdynamic.mp4,0.8730986555555555,0.8720313444444444,0.9081827111111112,../momag-database/resultVideos/moveOnly2_downsize_4/orig15_plainbg_moveX_amp0.4.mp4,28.43425964444445,28.571090777777783,31.14421477777778,0.5859447598148148,0.5865592442222222,0.6658934071481482,,./from_DMS/large_motion_halfmag/v15_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v15_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.8745498555555555,0.8714767,0.9061134555555556,1,15,1.0185768333333334,1.616968822222222,18.338405477777776
43,2,7.0,1,1,20,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag16_texturebg_moveX_amp0.4_alpha40.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig16_texturebg_moveX_amp0.4_alpha20_notdynamic.mp4,0.7531496333333335,0.7640017666666666,0.8438980666666666,../momag-database/resultVideos/moveOnly2_downsize_4/orig16_texturebg_moveX_amp0.4.mp4,21.131645855555554,21.432373022222222,24.255650355555552,0.5525332062962963,0.5554913579259259,0.6527377361851852,,./from_DMS/large_motion_halfmag/v16_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v16_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.7651737666666665,0.7696089222222221,0.8383288777777779,1,16,13.927621888888888,13.28633848888889,27.598626411111113
44,2,23.0,1,1,20,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag17_texturebg_moveX_amp0.4_alpha40.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig17_texturebg_moveX_amp0.4_alpha20_notdynamic.mp4,0.9139442000000001,0.9142863222222221,0.8643630777777779,../momag-database/resultVideos/moveOnly2_downsize_4/orig17_texturebg_moveX_amp0.4.mp4,27.970500633333334,28.04852084444444,24.93347332222222,0.7517294304074075,0.7554413955185183,0.6704488131481482,,./from_DMS/large_motion_halfmag/v17_fromDMShalfmag_s1_b1_w23_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v17_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.8626247555555556,0.8638522444444443,0.8123172,1,17,47.86193356666667,48.81856198888889,33.46661616666666
45,2,7.0,1,1,80,halfmag,../momag-database/resultVideos/moveOnly2_downsize_4/mag18_plainbg_moveXY_amp0.1_alpha160.mp4,../data/deepmag/momag-database/small_motion_halfmag/orig18_plainbg_moveXY_amp0.1_alpha80_notdynamic.mp4,0.7357640000000001,0.7414406888888891,0.7894945111111111,../momag-database/resultVideos/moveOnly2_downsize_4/orig18_plainbg_moveXY_amp0.1.mp4,20.58558963333333,20.71431943333333,22.144157177777775,0.502981202037037,0.5042928598148149,0.5380389189629631,,./from_DMS/large_motion_halfmag/v18_fromDMShalfmag_s1_b1_w7_hm_BEST.mp4,./from_DMS/large_motion_halfmag/v18_fromDMShalfmag_s1_b1_w15_hm_DEFAULT.mp4,0.7716288444444442,0.7713528555555555,0.8034343222222223,1,18,0.15507616666666668,0.008503499999999999,2.1187923555555552
